quarter,series,category,subcategory,value,unit
2017-Q2,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2017-Q3,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2017-Q4,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2018-Q1,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2018-Q2,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2018-Q3,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2018-Q4,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2019-Q1,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2019-Q2,port_export_tonnes,Hay Point,Thermal Coal,300768,tonnes
2019-Q3,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2019-Q4,port_export_tonnes,Hay Point,Thermal Coal,11541,tonnes
2020-Q1,port_export_tonnes,Hay Point,Thermal Coal,407816,tonnes
2020-Q2,port_export_tonnes,Hay Point,Thermal Coal,236678,tonnes
2020-Q3,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2020-Q4,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2021-Q1,port_export_tonnes,Hay Point,Thermal Coal,197413,tonnes
2021-Q2,port_export_tonnes,Hay Point,Thermal Coal,296388,tonnes
2021-Q3,port_export_tonnes,Hay Point,Thermal Coal,622632,tonnes
2021-Q4,port_export_tonnes,Hay Point,Thermal Coal,516191,tonnes
2022-Q1,port_export_tonnes,Hay Point,Thermal Coal,725543,tonnes
2022-Q2,port_export_tonnes,Hay Point,Thermal Coal,926031,tonnes
2022-Q3,port_export_tonnes,Hay Point,Thermal Coal,328074,tonnes
2022-Q4,port_export_tonnes,Hay Point,Thermal Coal,462405,tonnes
2023-Q1,port_export_tonnes,Hay Point,Thermal Coal,78511,tonnes
2023-Q2,port_export_tonnes,Hay Point,Thermal Coal,326871,tonnes
2023-Q3,port_export_tonnes,Hay Point,Thermal Coal,240541,tonnes
2023-Q4,port_export_tonnes,Hay Point,Thermal Coal,251447,tonnes
2024-Q1,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2024-Q2,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2024-Q3,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2024-Q4,port_export_tonnes,Hay Point,Thermal Coal,62534,tonnes
2025-Q1,port_export_tonnes,Hay Point,Thermal Coal,165120,tonnes
2025-Q2,port_export_tonnes,Hay Point,Thermal Coal,343452,tonnes
2025-Q3,port_export_tonnes,Hay Point,Thermal Coal,88000,tonnes
2025-Q4,port_export_tonnes,Hay Point,Thermal Coal,221603,tonnes
2026-Q1,port_export_tonnes,Hay Point,Thermal Coal,20103,tonnes
2010-Q1,port_export_tonnes,Port of Brisbane,Thermal Coal,1788824,tonnes
2010-Q2,port_export_tonnes,Port of Brisbane,Thermal Coal,1637752,tonnes
2010-Q3,port_export_tonnes,Port of Brisbane,Thermal Coal,2191789,tonnes
2010-Q4,port_export_tonnes,Port of Brisbane,Thermal Coal,1787477,tonnes
2011-Q1,port_export_tonnes,Port of Brisbane,Thermal Coal,647595,tonnes
2011-Q2,port_export_tonnes,Port of Brisbane,Thermal Coal,1987803,tonnes
2011-Q3,port_export_tonnes,Port of Brisbane,Thermal Coal,2116292,tonnes
2011-Q4,port_export_tonnes,Port of Brisbane,Thermal Coal,2191478,tonnes
2012-Q1,port_export_tonnes,Port of Brisbane,Thermal Coal,2209616,tonnes
2012-Q2,port_export_tonnes,Port of Brisbane,Thermal Coal,2393439,tonnes
2012-Q3,port_export_tonnes,Port of Brisbane,Thermal Coal,1958253,tonnes
2012-Q4,port_export_tonnes,Port of Brisbane,Thermal Coal,2305284,tonnes
2013-Q1,port_export_tonnes,Port of Brisbane,Thermal Coal,1750836,tonnes
2013-Q2,port_export_tonnes,Port of Brisbane,Thermal Coal,2291199,tonnes
2013-Q3,port_export_tonnes,Port of Brisbane,Thermal Coal,2502560,tonnes
2013-Q4,port_export_tonnes,Port of Brisbane,Thermal Coal,2048373,tonnes
2014-Q1,port_export_tonnes,Port of Brisbane,Thermal Coal,1677619,tonnes
2014-Q2,port_export_tonnes,Port of Brisbane,Thermal Coal,1794575,tonnes
2014-Q3,port_export_tonnes,Port of Brisbane,Thermal Coal,1954282,tonnes
2014-Q4,port_export_tonnes,Port of Brisbane,Thermal Coal,1699718,tonnes
2015-Q1,port_export_tonnes,Port of Brisbane,Thermal Coal,1793724,tonnes
2015-Q2,port_export_tonnes,Port of Brisbane,Thermal Coal,1791163,tonnes
2015-Q3,port_export_tonnes,Port of Brisbane,Thermal Coal,1665164,tonnes
2015-Q4,port_export_tonnes,Port of Brisbane,Thermal Coal,1782673,tonnes
2016-Q1,port_export_tonnes,Port of Brisbane,Thermal Coal,1787578,tonnes
2016-Q2,port_export_tonnes,Port of Brisbane,Thermal Coal,1596872,tonnes
2016-Q3,port_export_tonnes,Port of Brisbane,Thermal Coal,1733797,tonnes
2016-Q4,port_export_tonnes,Port of Brisbane,Thermal Coal,1488088,tonnes
2017-Q1,port_export_tonnes,Port of Brisbane,Thermal Coal,1706683,tonnes
2017-Q2,port_export_tonnes,Port of Brisbane,Thermal Coal,1840922,tonnes
2017-Q3,port_export_tonnes,Port of Brisbane,Thermal Coal,1811794,tonnes
2017-Q4,port_export_tonnes,Port of Brisbane,Thermal Coal,2025756,tonnes
2018-Q1,port_export_tonnes,Port of Brisbane,Thermal Coal,1753084,tonnes
2018-Q2,port_export_tonnes,Port of Brisbane,Thermal Coal,1715028,tonnes
2018-Q3,port_export_tonnes,Port of Brisbane,Thermal Coal,1579050,tonnes
2018-Q4,port_export_tonnes,Port of Brisbane,Thermal Coal,1876634,tonnes
2019-Q1,port_export_tonnes,Port of Brisbane,Thermal Coal,1739330,tonnes
2019-Q2,port_export_tonnes,Port of Brisbane,Thermal Coal,1577885,tonnes
2019-Q3,port_export_tonnes,Port of Brisbane,Thermal Coal,1746561,tonnes
2019-Q4,port_export_tonnes,Port of Brisbane,Thermal Coal,1433194,tonnes
2020-Q1,port_export_tonnes,Port of Brisbane,Thermal Coal,745145,tonnes
2020-Q2,port_export_tonnes,Port of Brisbane,Thermal Coal,916365,tonnes
2020-Q3,port_export_tonnes,Port of Brisbane,Thermal Coal,1048421,tonnes
2020-Q4,port_export_tonnes,Port of Brisbane,Thermal Coal,1051087,tonnes
2021-Q1,port_export_tonnes,Port of Brisbane,Thermal Coal,930837,tonnes
2021-Q2,port_export_tonnes,Port of Brisbane,Thermal Coal,345054,tonnes
2021-Q3,port_export_tonnes,Port of Brisbane,Thermal Coal,583004,tonnes
2021-Q4,port_export_tonnes,Port of Brisbane,Thermal Coal,186163,tonnes
2022-Q1,port_export_tonnes,Port of Brisbane,Thermal Coal,470468,tonnes
2022-Q2,port_export_tonnes,Port of Brisbane,Thermal Coal,598595,tonnes
2022-Q3,port_export_tonnes,Port of Brisbane,Thermal Coal,525540,tonnes
2022-Q4,port_export_tonnes,Port of Brisbane,Thermal Coal,513774,tonnes
2023-Q1,port_export_tonnes,Port of Brisbane,Thermal Coal,487364,tonnes
2023-Q2,port_export_tonnes,Port of Brisbane,Thermal Coal,533234,tonnes
2023-Q3,port_export_tonnes,Port of Brisbane,Thermal Coal,520203,tonnes
2023-Q4,port_export_tonnes,Port of Brisbane,Thermal Coal,764081,tonnes
2024-Q1,port_export_tonnes,Port of Brisbane,Thermal Coal,812360,tonnes
2024-Q2,port_export_tonnes,Port of Brisbane,Thermal Coal,967081,tonnes
2024-Q3,port_export_tonnes,Port of Brisbane,Thermal Coal,1014449,tonnes
2024-Q4,port_export_tonnes,Port of Brisbane,Thermal Coal,1310891,tonnes
2025-Q1,port_export_tonnes,Port of Brisbane,Thermal Coal,1107256,tonnes
2025-Q2,port_export_tonnes,Port of Brisbane,Thermal Coal,1523308,tonnes
2025-Q3,port_export_tonnes,Port of Brisbane,Thermal Coal,1515467,tonnes
2025-Q4,port_export_tonnes,Port of Brisbane,Thermal Coal,1323187,tonnes
2026-Q1,port_export_tonnes,Port of Brisbane,Thermal Coal,1517202,tonnes
2010-Q1,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2010-Q2,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2010-Q3,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2010-Q4,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2011-Q1,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2011-Q2,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2011-Q3,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2011-Q4,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2012-Q1,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2012-Q2,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2012-Q3,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2012-Q4,port_export_tonnes,Unspecified,Hard Coking Coal,7014,tonnes
2013-Q1,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2013-Q2,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2013-Q3,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2013-Q4,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2014-Q1,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2014-Q2,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2014-Q3,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2014-Q4,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2015-Q1,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2015-Q2,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2015-Q3,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2015-Q4,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2016-Q1,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2016-Q2,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2016-Q3,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2016-Q4,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2017-Q1,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2017-Q2,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2017-Q3,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2017-Q4,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2018-Q1,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2018-Q2,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2018-Q3,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2018-Q4,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2019-Q1,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2019-Q2,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2019-Q3,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2019-Q4,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2020-Q1,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2020-Q2,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2020-Q3,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2020-Q4,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2021-Q1,port_export_tonnes,Unspecified,Hard Coking Coal,75814,tonnes
2021-Q2,port_export_tonnes,Unspecified,Hard Coking Coal,570815,tonnes
2021-Q3,port_export_tonnes,Unspecified,Hard Coking Coal,266192,tonnes
2021-Q4,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2022-Q1,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2022-Q2,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2022-Q3,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2022-Q4,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2023-Q1,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2023-Q2,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2023-Q3,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2023-Q4,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2024-Q1,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2024-Q2,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2024-Q3,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2024-Q4,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2025-Q1,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2025-Q2,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2025-Q3,port_export_tonnes,Unspecified,Hard Coking Coal,51446,tonnes
2025-Q4,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2026-Q1,port_export_tonnes,Unspecified,Hard Coking Coal,0,tonnes
2010-Q1,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2010-Q2,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2010-Q3,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2010-Q4,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2011-Q1,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2011-Q2,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2011-Q3,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2011-Q4,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2012-Q1,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2012-Q2,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2012-Q3,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2012-Q4,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2013-Q1,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2013-Q2,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2013-Q3,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2013-Q4,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2014-Q1,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2014-Q2,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2014-Q3,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2014-Q4,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2015-Q1,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2015-Q2,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2015-Q3,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2015-Q4,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2016-Q1,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2016-Q2,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2016-Q3,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2016-Q4,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2017-Q1,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2017-Q2,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2017-Q3,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2017-Q4,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2018-Q1,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2018-Q2,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2018-Q3,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2018-Q4,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,11020,tonnes
2019-Q1,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2019-Q2,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2019-Q3,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2019-Q4,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,83348,tonnes
2020-Q1,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2020-Q2,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2020-Q3,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2020-Q4,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2021-Q1,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2021-Q2,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,25933,tonnes
2021-Q3,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2021-Q4,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2022-Q1,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2022-Q2,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2022-Q3,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2022-Q4,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2023-Q1,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2023-Q2,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2023-Q3,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2023-Q4,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2024-Q1,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2024-Q2,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2024-Q3,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2024-Q4,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2025-Q1,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2025-Q2,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2025-Q3,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2025-Q4,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2026-Q1,port_export_tonnes,Unspecified,Semi-Soft Coking Coal,0,tonnes
2010-Q1,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2010-Q2,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2010-Q3,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2010-Q4,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2011-Q1,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2011-Q2,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2011-Q3,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2011-Q4,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2012-Q1,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2012-Q2,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2012-Q3,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2012-Q4,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2013-Q1,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2013-Q2,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2013-Q3,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2013-Q4,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2014-Q1,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2014-Q2,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2014-Q3,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2014-Q4,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2015-Q1,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2015-Q2,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2015-Q3,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2015-Q4,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2016-Q1,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2016-Q2,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2016-Q3,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2016-Q4,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2017-Q1,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2017-Q2,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2017-Q3,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2017-Q4,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2018-Q1,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2018-Q2,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2018-Q3,port_export_tonnes,Unspecified,Thermal Coal,83444,tonnes
2018-Q4,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2019-Q1,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2019-Q2,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2019-Q3,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2019-Q4,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2020-Q1,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2020-Q2,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2020-Q3,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2020-Q4,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2021-Q1,port_export_tonnes,Unspecified,Thermal Coal,65417,tonnes
2021-Q2,port_export_tonnes,Unspecified,Thermal Coal,433110,tonnes
2021-Q3,port_export_tonnes,Unspecified,Thermal Coal,495147,tonnes
2021-Q4,port_export_tonnes,Unspecified,Thermal Coal,409758,tonnes
2022-Q1,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2022-Q2,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2022-Q3,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2022-Q4,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2023-Q1,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2023-Q2,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2023-Q3,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2023-Q4,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2024-Q1,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2024-Q2,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2024-Q3,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2024-Q4,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2025-Q1,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2025-Q2,port_export_tonnes,Unspecified,Thermal Coal,0,tonnes
2025-Q3,port_export_tonnes,Unspecified,Thermal Coal,28903,tonnes
2025-Q4,port_export_tonnes,Unspecified,Thermal Coal,74580,tonnes
2026-Q1,port_export_tonnes,Unspecified,Thermal Coal,32749,tonnes
2022-Q1,domestic_sales,Coal Mining,,352080,tonnes
2022-Q2,domestic_sales,Coal Mining,,518388,tonnes
2022-Q3,domestic_sales,Coal Mining,,424411,tonnes
2022-Q4,domestic_sales,Coal Mining,,750157,tonnes
2023-Q1,domestic_sales,Coal Mining,,1160862,tonnes
2023-Q2,domestic_sales,Coal Mining,,1078770,tonnes
2023-Q3,domestic_sales,Coal Mining,,1007352,tonnes
2023-Q4,domestic_sales,Coal Mining,,959950,tonnes
2024-Q1,domestic_sales,Coal Mining,,1117943,tonnes
2024-Q2,domestic_sales,Coal Mining,,1031162,tonnes
2024-Q3,domestic_sales,Coal Mining,,916574,tonnes
2024-Q4,domestic_sales,Coal Mining,,812362,tonnes
2025-Q1,domestic_sales,Coal Mining,,324588,tonnes
2025-Q2,domestic_sales,Coal Mining,,653655,tonnes
2025-Q3,domestic_sales,Coal Mining,,849190,tonnes
2025-Q4,domestic_sales,Coal Mining,,845000,tonnes
2026-Q1,domestic_sales,Coal Mining,,375950,tonnes
2022-Q1,domestic_sales,Electricity Generation,,4282657,tonnes
2022-Q2,domestic_sales,Electricity Generation,,4650832,tonnes
2022-Q3,domestic_sales,Electricity Generation,,5579654,tonnes
2022-Q4,domestic_sales,Electricity Generation,,5723038,tonnes
2023-Q1,domestic_sales,Electricity Generation,,5192022,tonnes
2023-Q2,domestic_sales,Electricity Generation,,5098695,tonnes
2023-Q3,domestic_sales,Electricity Generation,,5338499,tonnes
2023-Q4,domestic_sales,Electricity Generation,,4916948,tonnes
2024-Q1,domestic_sales,Electricity Generation,,5107111,tonnes
2024-Q2,domestic_sales,Electricity Generation,,5173362,tonnes
2024-Q3,domestic_sales,Electricity Generation,,4664113,tonnes
2024-Q4,domestic_sales,Electricity Generation,,5159449,tonnes
2025-Q1,domestic_sales,Electricity Generation,,5510595,tonnes
